"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-6798695","Neutrophil degranulation","54/596","406/7686",5.02170091217798e-05,0.00473409440538961,0.00436335351986374,"ALDH3B1/ANPEP/ASAH1/ATP11A/ATP8A1/C3/C3AR1/CD14/CD55/CEACAM6/CR1/CRISPLD2/CTSH/CTSS/DOK3/ENPP4/FCGR2A/FGL2/GCA/GHDC/ARHGAP45/HP/IQGAP2/ITGAM/ITGB2/LGALS3/LPCAT1/NPC2/ORM1/PIGR/PRKCD/PTPRJ/PTPRN2/QSOX1/RAB27A/RAB31/RAB37/RHOF/S100A12/SDCBP/SELL/SERPINA1/SERPINB6/SLC44A2/SLCO4C1/SLPI/SPTAN1/STK10/STOM/TIMP2/TLR2/TMEM173/TNFRSF1B/VAT1",54
"R-HSA-166658","Complement cascade","10/596","34/7686",0.000172979583910234,0.0149483190429094,0.0137776721219731,"C3/C3AR1/C4BPA/C5/CD55/CD81/CFH/CFI/CLU/CR1",10
"R-HSA-76002","Platelet activation, signaling and aggregation","32/596","213/7686",0.000202039712533648,0.0160144185047721,0.0147602821928976,"APBB1IP/APLP2/CLU/F13A1/FGA/FGG/GNA14/GNAI2/GNAQ/GNG2/GNG7/HGF/IGF1/ITGA2B/ITIH4/ITPR1/ITPR2/LCP2/MGLL/ORM1/PIK3CG/PIK3R1/PRKCB/PRKCD/PRKCZ/QSOX1/RAPGEF3/RHOB/SERPINA1/THBS1/TLN1/TRPC6",32
"R-HSA-422356","Regulation of insulin secretion","14/596","62/7686",0.000216202371327684,0.0160144185047721,0.0147602821928976,"ADCY6/AKAP5/CACNA1C/CACNA1D/GNA14/GNAI2/GNAQ/GNG2/GNG7/ITPR1/ITPR2/PLCB2/RAPGEF3/STXBP1",14
"R-HSA-389948","PD-1 signaling","7/596","18/7686",0.000242860486378751,0.0167897549583176,0.0154748997636425,"CD247/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA2/HLA-DRA/HLA-DRB5",7
"R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell","17/596","86/7686",0.000266668816516249,0.0172834726704594,0.0159299529866286,"C3/CD1C/CD22/CD247/CD81/FCGR2B/ICAM1/ICAM3/ICAM5/ITGA4/ITGB2/KLRB1/NPDC1/SELL/SIGLEC8/TREM1/TREM2",17
"R-HSA-418594","G alpha (i) signalling events","32/596","221/7686",0.000398596703497524,0.0237246756152153,0.0218667263448363,"ADCY6/ADCY9/AGT/C3/C3AR1/C5/CCL13/CCR1/CCR2/CX3CL1/CYP4V2/FPR3/GNAI2/GNG2/GNG7/GPR183/GPSM3/CXCL8/ITPR1/ITPR2/LRP1/LRP2/P2RY13/PDE1A/PDE4A/PDE4D/PLCB2/PPP1R1B/PRKCD/RGS11/RGS18/SDC4",32
"R-HSA-5683826","Surfactant metabolism","8/596","25/7686",0.000411807291295927,0.0237246756152153,0.0218667263448363,"CSF2RA/CTSH/DMBT1/ADGRF5/NAPSA/SFTA3/SFTPB/SLC34A2",8
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)","17/596","90/7686",0.000467674406415654,0.0251551561276759,0.0231851817123583,"APLP2/BMP4/C3/CSF1/FAM20A/FGA/FGG/IGF1/IGFBP6/IGFBP7/LAMB2/MGAT4A/MSLN/PNPLA2/QSOX1/SERPINA1/SERPIND1",17
"R-HSA-449147","Signaling by Interleukins","47/596","371/7686",0.000485152480765206,0.0251551561276759,0.0231851817123583,"CCR1/CCR2/CD4/CD80/CD86/CDKN1A/CEBPD/CISH/CSF1/CSF1R/CSF2RA/DUSP3/DUSP6/F13A1/HAVCR2/HGF/HMOX1/ICAM1/IL10RA/IL11RA/IL16/IL17RE/IL1R1/IL6R/IL6ST/CXCL8/INPP5D/ITGAM/ITGB2/JUN/LCP1/LIF/MAOA/MCL1/MEF2C/MUC1/NFKBIA/NOD1/OSM/PIK3R1/PTGS2/RHOU/RORC/RPS6KA2/S100A12/TEC/TNFRSF1B",47
"R-HSA-5173105","O-linked glycosylation","16/596","84/7686",0.00061865015647081,0.0305495339171538,0.028157109878471,"ADAMTS10/ADAMTS15/ADAMTS9/B4GAT1/B3GNT7/B3GNT8/GALNT10/GALNT5/MUC1/MUC15/MUC21/MUC5B/SPON1/ST6GALNAC4/THBS1/GALNT17",16
"R-HSA-1474244","Extracellular matrix organization","34/596","250/7686",0.00084684402409485,0.0399171478630163,0.0367911183673743,"ADAMTS9/BMP4/CAPN3/CAPN8/CAPN9/CD151/CEACAM6/COL14A1/COL4A3/COL4A4/COL8A1/CTSS/ELN/FGA/FGG/ICAM1/ICAM3/ICAM5/ITGA1/ITGA10/ITGA2B/ITGA4/ITGA7/ITGA9/ITGAM/ITGB2/KDR/LAMA2/LAMB2/LTBP2/MMP24/SDC4/THBS1/TIMP2",34
"R-HSA-8957275","Post-translational protein phosphorylation","15/596","81/7686",0.00122731804860628,0.0489992175914166,0.04516194444806,"APLP2/BMP4/C3/CSF1/FAM20A/FGA/FGG/IGFBP7/LAMB2/MGAT4A/MSLN/PNPLA2/QSOX1/SERPINA1/SERPIND1",15
"R-HSA-111885","Opioid Signalling","13/596","65/7686",0.0012278096039879,0.0489992175914166,0.04516194444806,"ADCY6/ADCY9/GNAI2/GNG2/GNG7/ITPR1/ITPR2/PDE1A/PDE4A/PDE4D/PLCB2/PPP1R1B/PRKCD",13
"R-HSA-2871809","FCERI mediated Ca+2 mobilization","8/596","29/7686",0.0012386649749702,0.0489992175914166,0.04516194444806,"FCER1A/GRAP2/ITK/ITPR1/ITPR2/LCP2/NFATC2/TEC",8
"R-HSA-5218921","VEGFR2 mediated cell proliferation","6/596","17/7686",0.00124944123913222,0.0489992175914166,0.04516194444806,"ITPR1/ITPR2/KDR/PRKCB/PRKCD/PRKCZ",6
"R-HSA-416476","G alpha (q) signalling events","20/596","124/7686",0.00127577519283341,0.0489992175914166,0.04516194444806,"AGT/CYSLTR1/EDNRA/FFAR2/GNA14/GNAQ/GNG2/GNG7/GPR39/ITPR1/ITPR2/MGLL/PIK3R1/PLCB2/PRKCD/PTGFR/RGS18/RGS3/RPS6KA2/TRPC6",20
